Dim,Runtime,Heap,Stack,Code,CodeLines
32,5.0,4288,17471,843,617
33,4.3,4352,15331,870,649
34,3.9,4352,15611,886,665
35,3.9,4352,16251,886,665
36,4.7,4352,15859,906,681
37,5.7,4352,12287,906,681
38,5.3,4352,16933,906,681
39,7.8,4352,16255,906,681
40,5.4,4352,12287,906,681
41,5.4,4352,16385,937,713
42,5.0,4352,14333,937,713
43,6.4,4352,16375,905,681
44,6.5,4352,16737,905,681
45,5.1,4352,15311,953,729
46,7.1,4352,16449,875,649
47,7.1,4352,12287,875,649
48,7.0,4352,18949,875,649
49,6.0,4416,16279,1446,1225
50,6.0,4416,16383,905,681
51,7.0,4416,16343,922,697
52,11.1,4416,16381,922,697
53,6.7,4416,14135,922,697
54,6.8,4416,18435,922,697
55,7.7,4624,16449,966,745
56,7.5,4416,18531,890,665
57,7.9,4416,15519,954,729
58,8.2,4416,16385,954,729
59,7.9,4416,16387,954,729
60,8.0,4416,16125,954,729
61,7.6,4416,16393,969,745
62,8.8,4416,16385,969,745
63,7.2,4416,12287,969,745
64,11.3,4416,16385,892,665
65,9.6,4480,16383,937,713
66,9.6,4480,16285,937,713
67,9.0,4480,16263,969,745
68,8.8,4480,15087,969,745
69,9.0,4480,16383,969,745
70,9.0,4480,16385,969,745
71,10.3,4736,16577,1008,777
72,10.7,4736,12287,1008,777
73,8.7,4480,16339,953,729
74,8.7,4480,15871,953,729
75,8.9,4480,14203,953,729
76,11.1,4816,16383,998,777
77,11.1,4816,16317,998,777
78,12.0,4480,12287,939,713
79,12.1,4480,15331,939,713
80,12.3,4480,16497,939,713
81,10.4,4544,15261,938,713
82,12.0,4864,12287,1038,809
83,12.0,4864,13279,1038,809
84,12.1,4864,15801,1038,809
85,14.6,4864,14079,1038,809
86,14.8,4864,15727,1038,809
87,14.6,4864,14757,1038,809
88,14.6,4864,16205,1038,809
89,12.0,4544,16123,954,729
90,12.0,4544,15347,954,729
91,15.8,4544,12287,940,713
92,15.9,4544,12287,940,713
93,15.9,4544,18465,940,713
94,15.9,4544,16371,940,713
95,15.8,4544,16379,940,713
96,15.9,4544,12287,940,713
97,13.6,4608,12287,953,729
98,13.6,4608,12287,953,729
99,14.5,4608,14103,969,745
100,14.1,4992,12287,1070,841
101,13.5,4608,16515,953,729
102,13.6,4608,16381,953,729
103,13.3,4608,16385,953,729
104,16.3,4608,16395,953,729
105,13.5,4608,15327,953,729
106,15.4,5056,20051,1088,857
107,15.7,5056,16311,1088,857
108,15.5,5056,15551,1088,857
109,16.9,5056,16251,1116,889
110,17.9,5056,14285,1116,889
111,18.1,5056,16385,1088,857
112,18.4,5056,15215,1088,857
113,18.5,4672,16377,971,745
114,19.7,4672,16251,971,745
115,18.1,4672,15319,971,745
116,18.2,4672,15869,971,745
117,18.4,4672,16383,971,745
118,19.2,4672,19203,971,745
119,18.3,4672,16379,971,745
120,18.3,4672,16103,971,745
121,19.2,5200,16109,2102,1881
122,15.5,4672,16899,1001,777
123,15.6,4672,16255,1001,777
124,15.8,4672,16961,1001,777
125,15.8,4672,15359,1001,777
126,18.0,5184,16319,1150,921
127,23.4,5184,16449,1092,857
128,23.9,5184,12287,1092,857
129,22.8,5248,15975,1134,905
130,22.2,5248,14207,1134,905
131,28.5,5248,12287,1134,905
132,22.1,5248,16367,1134,905
133,17.9,5248,13279,1182,953
134,21.6,5248,12287,1182,953
135,17.8,5248,14717,1182,953
136,21.2,5312,19783,1150,921
137,21.1,5312,12287,1150,921
138,20.9,5312,18489,1150,921
139,25.4,5312,15871,1150,921
140,21.6,5312,12287,1150,921
141,24.4,5312,12287,946,713
142,23.6,5312,19489,946,713
143,23.5,5312,16383,946,713
144,23.6,5312,15323,946,713
145,21.1,5376,13691,1004,777
146,20.7,5376,16449,1004,777
147,20.4,5376,12287,1004,777
148,21.9,5376,15127,1006,777
149,20.9,5376,15871,1006,777
150,21.0,5376,16381,1006,777
151,25.2,5440,16865,988,761
152,25.2,5440,16513,988,761
153,25.2,5440,16107,988,761
154,25.0,5440,16417,988,761
155,28.5,5440,15343,946,713
156,27.6,5440,16335,946,713
157,30.6,5440,16031,946,713
158,27.4,5440,12287,946,713
159,27.7,5440,15359,946,713
160,27.6,5440,15215,946,713
161,24.3,5504,15807,992,761
162,24.7,5504,15799,992,761
163,25.2,5504,15063,988,761
164,25.0,5504,12287,988,761
165,25.4,5504,12287,988,761
166,29.0,5504,16385,944,713
167,28.1,5504,14011,944,713
168,27.0,5504,15295,944,713
169,24.1,5568,16409,1004,777
170,24.1,5568,16461,1004,777
171,24.0,5568,14743,1004,777
172,24.0,5568,12287,1004,777
173,25.0,5568,16655,1004,777
174,24.2,5568,12287,1004,777
175,24.7,5568,12287,1004,777
176,32.8,5568,12287,944,713
177,27.3,5632,16383,976,745
178,27.4,5632,16303,976,745
179,27.1,5632,17987,976,745
180,28.4,5632,15679,976,745
181,27.6,5696,15867,990,761
182,29.3,5696,15791,990,761
183,27.9,5696,16417,990,761
184,27.7,5696,17733,990,761
185,27.6,5696,16311,990,761
186,26.7,5696,18755,990,761
187,26.8,5696,16933,990,761
188,27.7,5696,15275,990,761
189,26.9,5696,15351,990,761
190,35.1,5696,14783,948,713
191,35.1,5696,15243,948,713
192,36.4,5696,15689,948,713
193,33.4,5760,16401,990,761
194,33.3,5760,20035,990,761
195,34.0,5760,16119,990,761
196,34.0,5760,17473,990,761
197,33.0,5776,15355,1006,777
198,33.6,5776,12287,1006,777
199,32.0,5760,15871,944,713
200,32.0,5760,14971,944,713
201,31.9,5888,16221,990,761
202,31.5,5888,18497,990,761
203,32.7,5888,12287,990,761
204,31.6,5888,14829,990,761
205,32.1,5888,18497,990,761
206,32.1,5888,15741,990,761
207,32.5,5888,16383,990,761
208,31.5,5888,19635,990,761
209,32.7,5888,16449,990,761
210,32.5,5888,14783,990,761
211,36.4,5888,16249,946,713
212,35.5,5888,18441,946,713
213,35.4,5888,12287,946,713
214,35.4,5888,17761,946,713
215,35.8,5888,12287,946,713
216,35.5,5888,13303,946,713
217,38.3,5952,16319,974,745
218,41.9,5952,18439,974,745
219,39.0,5952,14205,974,745
220,38.5,5952,18505,974,745
221,40.9,5952,15099,930,697
222,43.8,5952,13309,930,697
223,40.9,5952,12287,930,697
224,41.0,5952,15669,930,697
225,33.6,6016,14735,990,761
226,38.0,6016,14053,1004,777
227,38.3,6016,14191,1004,777
228,38.0,6016,12287,1004,777
229,38.0,6016,18499,1004,777
230,39.1,6016,12287,1004,777
231,38.4,6016,14911,1004,777
232,44.1,6080,16375,962,729
233,44.1,6080,12287,962,729
234,47.2,6080,15535,962,729
235,44.3,6080,13767,962,729
236,43.4,6080,15487,962,729
237,46.1,6080,17553,962,729
238,43.3,6080,16383,962,729
239,43.5,6080,16903,962,729
240,43.2,6080,12287,962,729
241,47.0,6144,15851,988,761
242,47.3,6144,14757,988,761
243,35.9,6144,14271,1008,777
244,36.7,6144,14335,988,761
245,38.2,6144,14329,988,761
246,37.4,6208,12287,990,761
247,37.0,6208,14319,990,761
248,38.0,6208,19027,990,761
249,37.2,6208,12287,990,761
250,38.8,6208,18477,990,761
251,41.0,6208,15209,960,729
252,41.1,6208,17441,960,729
253,53.1,6208,17031,950,713
254,54.0,6208,14719,950,713
255,53.0,6208,12991,950,713
